Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Poster,Error,totalSeasons
The Ground Beneath My Feet,2019,Not Rated,26 Jul 2019,108 min,Drama,Marie Kreutzer,Marie Kreutzer,"Valerie Pachner, Pia Hierzegger, Mavie Hörbiger",A high-powered business consultant struggles to keep her professional and personal lives from colliding after her schizophrenic sister attempts suicide.,"German, English",Austria,https://m.media-amazon.com/images/M/MV5BNmQ4YWIwMmItNjQ1My00ZjM3LThmYzctZTJlZmE3ZGI1ZDc2XkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,,
The Wind,2018,R,05 Apr 2019,88 min,"Horror, Mystery, Thriller",Emma Tammi,Teresa Sutherland,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman",A plains-woman faces the harshness and isolation of the untamed land in the Western frontier of the late 1800s.,English,United States,https://m.media-amazon.com/images/M/MV5BMWVlYzc0MGItNDAxNC00ODhjLTliYzYtMTEwNDhiMTViZGZiXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,,
In the Aisles,2018,Not Rated,14 Jun 2019,125 min,"Drama, Romance",Thomas Stuber,"Clemens Meyer, Thomas Stuber","Andreas Leupold, Franz Rogowski, Peter Kurth","Christian begins to work as a shelf stacker at a supermarket and finds himself in a new, unknown world: the long aisles, the bustle at the checkouts, the forklifts.",German,Germany,https://m.media-amazon.com/images/M/MV5BZTJiN2M3MTktNDZkYi00NmJmLTgyMjAtODdiNWRkNTU5YjFkXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,,
Kind Hearts and Coronets,1949,Not Rated,14 Jun 1950,106 min,"Comedy, Crime",Robert Hamer,"Roy Horniman, Robert Hamer, John Dighton","Dennis Price, Alec Guinness, Valerie Hobson",A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,"English, Italian",United Kingdom,https://m.media-amazon.com/images/M/MV5BZjc1Yzc0ZmItMzU1OS00OWVlLThmYTctMWNlYmFlMjkxMzc0XkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_SX300.jpg,,
Hotel by the River,2018,N/A,15 Feb 2019,96 min,Drama,Hong Sang-soo,Hong Sang-soo,"Ju-bong Gi, Hae-hyo Kwon, Kim Min-hee","In the middle of winter, a poet invites his son to meet him at a hotel.",Korean,South Korea,https://m.media-amazon.com/images/M/MV5BODM1NzlhNTYtZDQxZi00MmVhLTlmNTMtYjA2ZTg4YTRiZjAwXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg,,
"Leaving Home, Coming Home: A Portrait of Robert Frank",2004,Not Rated,29 May 2019,85 min,Documentary,Gerald Fox,N/A,"Robert Frank, June Leaf, Andrea Frank",A documentary on the photographer Robert Frank.,English,United Kingdom,https://m.media-amazon.com/images/M/MV5BNTVjMjQ5MjgtMmQ0NS00Yzc0LTk3NzgtZDU3NWM2OTJkMmEzXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,,
The Day Shall Come,2019,Unrated,27 Sep 2019,87 min,"Comedy, Crime",Christopher Morris,"Jesse Armstrong, Sean Gray, Tony Roche","Andrel McPherson, Miles Robbins, Marchánt Davis",An impoverished preacher who brings hope to the Miami projects is offered cash to save his family from eviction. He has no idea his sponsor works for the FBI who plan to turn him into a criminal by fueling his madcap revolutionary...,English,"United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BZGY1ZDRiZmEtMzY3YS00OWM1LThhOGUtNjAyMjA3YjE3ZTQxXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,,
Wrestle,2018,N/A,22 Feb 2019,96 min,"Documentary, Sport","Suzannah Herbert, Lauren Belfer","Lauren Belfer, Suzannah Herbert, Steven Klein","Teague Berres, Jaquan Rhodes, Jamario Rowe","Hoop Dreams goes to the mat in this intimate coming-of-age documentary about four members of a high-school wrestling team at Huntsville's J.O. Johnson High School, a longstanding entry on Alabama's list of failing schools.",English,United States,https://m.media-amazon.com/images/M/MV5BYzkxOTdlMjItN2Y5NC00NTQwLWI1NmMtNmUyNWIzYTMzODYzXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg,,
Donnybrook,2018,R,15 Feb 2019,101 min,"Action, Drama, Thriller",Tim Sutton,"Tim Sutton, Frank Bill","Michael Agee, Adam Bartley, Jamie Bell","Two men prepare to compete in a legendary bare-knuckle fight where the winner gets a $100,000 prize.",English,United States,https://m.media-amazon.com/images/M/MV5BODE2MDM3YWEtNjhkOC00ODUyLTg5ZTAtODU4MzcxOWM2YWVkXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,,
Swing Kids,1993,PG-13,05 Mar 1993,112 min,"Drama, Music",Thomas Carter,Jonathan Marc Feldman,"Robert Sean Leonard, Christian Bale, Frank Whaley",A group of teens adores forbidden music in Nazi Germany just before the outbreak of World War II.,English,United States,https://m.media-amazon.com/images/M/MV5BNmM2YTg5MjctZmJjNy00YWVjLTgyMjMtOWYxYzZlYjNiMDk3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,,
Return of the Hero,2018,PG,14 Feb 2018,90 min,"Comedy, History",Laurent Tirard,"Laurent Tirard, Grégoire Vigneron","Jean Dujardin, Mélanie Laurent, Noémie Merlant","1809, France. Captain Neuville is called to the front, leaving his future bride heartbroken. Her sister decides to write letters on his behalf to cheer her up. But it all goes south when Neuville reappears.",French,"France, Belgium",https://m.media-amazon.com/images/M/MV5BN2MxNTUwMzctMzlhYS00OWIwLTk2NDUtNGVjNmM5NzY1Y2I5XkEyXkFqcGdeQXVyNTM4MjgzNzc@._V1_SX300.jpg,,
Chasing Einstein,2019,N/A,13 Sep 2019,82 min,Documentary,"Steve Brown, Timothy Wheeler",Eric Myerson,"Elena Aprile, Barry Barish, Laura Baudis","Nobody has managed to topple Einstein's theory of relativity, even though it leads to the shocking conclusion that most of the universe must be made of a mysterious form of invisible matter that nobody has observed. Now physics st...",English,United States,https://m.media-amazon.com/images/M/MV5BNWQ2NzNiNTItOTgxYS00MTM3LTgyNjctOTRiNzYxY2QxMzM2XkEyXkFqcGdeQXVyMjMxNjEwMTA@._V1_SX300.jpg,,
,,,,,,,,,,,,,Movie not found!,
Beautiful Boy,2018,R,25 Oct 2018,120 min,"Biography, Drama",Felix van Groeningen,"Luke Davies, Felix van Groeningen, David Sheff","Steve Carell, Maura Tierney, Jack Dylan Grazer","Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many y...",English,United States,https://m.media-amazon.com/images/M/MV5BNjNhNjVjZDQtMzRhMS00YmI2LTkxZmEtMDdkMWU3OWQ2NjNmXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,,
Piranhas,2019,N/A,13 Feb 2019,111 min,"Crime, Drama",Claudio Giovannesi,"Roberto Saviano, Claudio Giovannesi, Maurizio Braucci","Francesco Di Napoli, Viviana Aprea, Mattia Piano Del Balzo",A gang of teenage boys stalks the streets of Naples armed with hand guns and AK-47s to do their mob bosses' bidding.,Neapolitan,Italy,https://m.media-amazon.com/images/M/MV5BMGYzMDY5MjAtZjM2ZS00ZmFlLTlhY2EtYzM4MDNiYTBlMDIzXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,,
Island of Lemurs: Madagascar,2014,G,05 Sep 2014,39 min,"Documentary, Short, Adventure",David Douglas,Drew Fellman,"Patricia Wright, Morgan Freeman, Hantanirina Rasamimanana","A documentary that follows Dr. Patricia C. Wright's mission to help lemurs, the highly evolved creatures who arrived on Madagascar millions of years ago as castaways but are now highly endangered.",English,"Canada, United States, Madagascar",https://m.media-amazon.com/images/M/MV5BMTY2ODAwMzQxMV5BMl5BanBnXkFtZTgwOTY3MzA3MDE@._V1_SX300.jpg,,
The Celebration,1998,R,19 Jun 1998,105 min,Drama,Thomas Vinterberg,"Thomas Vinterberg, Mogens Rukov","Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen","At Helge's 60th birthday party, some unpleasant family truths are revealed.","Danish, German, English","Denmark, Sweden",https://m.media-amazon.com/images/M/MV5BNzA5OWI3MGItMGU0OC00MDZkLWJiMDktOWJjZmFkYmEwZDkzXkEyXkFqcGdeQXVyNTk5Nzg1NjQ@._V1_SX300.jpg,,
Night School,2018,PG-13,28 Sep 2018,111 min,Comedy,Malcolm D. Lee,"Kevin Hart, Harry Ratchford, Joey Wells","Kevin Hart, Tiffany Haddish, Rob Riggle",A group of high school dropouts is forced to attend night school in hopes that they will pass the GED exam to finish high school.,"English, Spanish, French, Arabic","United States, China",https://m.media-amazon.com/images/M/MV5BMWU5NjgxZWItY2E2ZC00NDM5LTg4MzQtMjBhNjE5Njc1NzdhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,,
Little Joe,2019,Not Rated,06 Dec 2019,105 min,"Drama, Horror, Mystery",Jessica Hausner,"Jessica Hausner, Géraldine Bajard","Emily Beecham, Ben Whishaw, Kerry Fox","Alice, a single mother, is a dedicated senior plant breeder at a corporation engaged in developing new species. Against company policy, she takes one home as a gift for her teenage son and names it after him but soon starts fearin...",English,"Austria, United Kingdom, Germany, France",https://m.media-amazon.com/images/M/MV5BODBlOGExYTUtNGIzZi00NjllLTkwYjEtMmVlZDg3MWIzZWZhXkEyXkFqcGdeQXVyNTYyNTY4ODQ@._V1_SX300.jpg,,
Light from Light,2019,Not Rated,01 Nov 2019,82 min,Drama,Paul Harrill,Paul Harrill,"Marin Ireland, Jim Gaffigan, Josh Wiggins","A single mom and part-time paranormal investigator is asked to look into a possible ""haunting"" at a widower's farmhouse in East Tennessee.",English,United States,https://m.media-amazon.com/images/M/MV5BMDIxODJlY2QtYTU3YS00NTI4LWI3NWUtYmRkYTc3YmNkNDkyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,,
The House That Jack Built,2018,R,17 Oct 2018,152 min,"Crime, Drama, Horror",Lars von Trier,"Lars von Trier, Jenle Hallund","Matt Dillon, Bruno Ganz, Uma Thurman","The story follows Jack, a highly intelligent serial killer, over the course of twelve years, and depicts the murders that really develop his inner madman.","English, German, Italian","Denmark, France, Sweden, Germany, Belgium, Tunisia",https://m.media-amazon.com/images/M/MV5BNDQ4Y2E5ODktODI5ZS00ZGVkLTgyZTEtNWY1ZjNiZTFjOTE3XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,,
The White Sheik,1952,Not Rated,25 Apr 1956,83 min,"Comedy, Drama",Federico Fellini,"Michelangelo Antonioni, Federico Fellini, Tullio Pinelli","Alberto Sordi, Giulietta Masina, Brunella Bovo","During a day of their honeymoon, newlyweds are separated by the city's lust and the desires it produces.",Italian,Italy,https://m.media-amazon.com/images/M/MV5BMzNhYzQzNTctZWFmMy00MWQ3LTg4YmUtMjU2NjY4NTNmZjM4XkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_SX300.jpg,,
Wicked Witches,2018,N/A,09 Aug 2019,79 min,Horror,Martin J Pickering,"Mark Pickering, Martin J Pickering","Duncan Casey, Justin Marosa, Kitt Proudfoot","After his wife throws him out for being promiscuous, Mark finds himself back at Dumpling Farm, a place of youthful memories and parties, but things aren't quite right. His old buddy Ian, who has never left the place, is possessed ...",English,United Kingdom,https://m.media-amazon.com/images/M/MV5BNWMzMmFhNzQtMjMzZi00MzgxLWE5YmMtYmUxNTZmMGVkMGEzXkEyXkFqcGdeQXVyNTUxMzAyNzM@._V1_SX300.jpg,,
Redoubt,2019,Unrated,11 Jan 2020,134 min,Drama,Matthew Barney,Matthew Barney,"Matthew Barney, Eleanor Bauer, K.J. Holmes","Unfolds as a series of hunts in the wilderness of Idaho's Sawtooth Mountains. The characters communicate a mythological narrative through dance, letting movement replace language as they pursue each other and their prey.","English, None",United States,https://m.media-amazon.com/images/M/MV5BMDViMzY4ZWUtOGQ3My00ZTc4LTkyMDItZDFmYzk3MWU1OGI4XkEyXkFqcGdeQXVyMjIxMTU3MDA@._V1_SX300.jpg,,
The Hole in the Ground,2019,R,26 Feb 2019,90 min,"Drama, Horror, Mystery",Lee Cronin,"Lee Cronin, Stephen Shields","Seána Kerslake, James Quinn Markey, Kati Outinen","A single mother living in the Irish countryside with her son begins to suspect he may not be her son at all, and fears his increasingly disturbing behavior is linked to a mysterious sinkhole in the forest behind their house.",English,"Ireland, United Kingdom, Belgium, Finland",https://m.media-amazon.com/images/M/MV5BNjI3NjMwNzUzNV5BMl5BanBnXkFtZTgwMzEzMDkyNzM@._V1_SX300.jpg,,
The Gospel of Eureka,2018,N/A,08 Feb 2019,75 min,"Documentary, Music","Donal Mosher, Michael Palmieri",Donal Mosher,"Mx Justin Vivian Bond, Anita Bryant","Love, faith, and civil rights collide in the south as evangelical Christians and drag queens step into the spotlight to explore the meaning of belief. Gospel drag shows and passion plays set the stage for one hell of a show.",English,United States,https://m.media-amazon.com/images/M/MV5BMjQ4YzdiMWEtYmFjMi00MWViLWJiZjItODcwZjEwYjVmZjY4XkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,,
The All Americans,2012,N/A,17 Sep 2012,N/A,Adult,N/A,N/A,"Mike Adriano, Bill Bailey, Vanessa Cage, Johnny Castle",N/A,English,USA,N/A,,
The Disappearance of My Mother,2019,N/A,06 Dec 2019,94 min,Documentary,Beniamino Barrese,"Beniamino Barrese, Malina DeCarlo","Benedetta Barzini, Beniamino Barrese, Lauren Hutton","A once-iconic fashion model strives to escape the world of images and disappear for good, but her son's determination to make a final film about her sparks an unexpected collaboration and confrontation with the camera's gaze.","English, Italian",Italy,https://m.media-amazon.com/images/M/MV5BMzNkZGE5ZmEtNjFhNC00YTgwLTliNGUtNDJlMTVmZWZlZjExXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,,
The Sound of Silence,2019,Unrated,13 Sep 2019,88 min,Drama,Michael Tyburski,"Ben Nabors, Michael Tyburski","Peter Sarsgaard, Rashida Jones, Tony Revolori","A successful ""house tuner"" in New York City, who calibrates the sound in people's homes in order to adjust their moods, meets a client with a problem he can't solve.",English,United States,https://m.media-amazon.com/images/M/MV5BZDgxYjUyOGEtYTIxMi00NzIyLTllNjgtN2YxNzgzNzVhNzQyXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,,
Prassthanam,2019,Not Rated,20 Sep 2019,141 min,"Action, Drama",Deva Katta,Jayesh Parmar,"Sanjay Dutt, Jackie Shroff, Ali Fazal",A rural politician marries a widow with kids and gains a respectable position. He trusts his stepson more than his own in political matters; thus upsetting his son beyond limits.,Hindi,India,https://m.media-amazon.com/images/M/MV5BMzkzNjI1ZDYtMGRmNi00ZWE3LTlkNDktNGQwZGIxYWM4Mzk4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,,
Midnight Family,2019,Unrated,06 Mar 2020,81 min,"Documentary, Action, Crime",Luke Lorentzen,Luke Lorentzen,"Juan Ochoa, Fer Ochoa, Josue Ochoa","In Mexico City's wealthiest neighborhoods, the Ochoa family runs a private ambulance, competing with other for-profit EMTs for patients in need of urgent help.",Spanish,Mexico,https://m.media-amazon.com/images/M/MV5BMGYyZTk5MjYtNGY2ZS00NzRhLTgwMWMtZjhmMmQ4OGFkNTNiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,,
Tremors,1990,PG-13,19 Jan 1990,96 min,"Comedy, Horror",Ron Underwood,"S.S. Wilson, Brent Maddock, Ron Underwood","Kevin Bacon, Fred Ward, Finn Carter",Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.,English,United States,https://m.media-amazon.com/images/M/MV5BMTEzNjkwMzIyMjZeQTJeQWpwZ15BbWU4MDI2NTU5ODYx._V1_SX300.jpg,,
Out of Blue,2018,Unrated,22 Mar 2019,109 min,"Crime, Drama, Mystery",Carol Morley,"Martin Amis, Carol Morley","Mamie Gummer, Toby Jones, Bri Collins","When Detective Mike Hoolihan is called to investigate the shooting of leading astrophysicist and black hole expert, Jennifer Rockwell, she is affected in ways she struggles to comprehend.",English,"United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BMTQ2OTkzZmEtNDhiZi00YWQ5LWE4MTEtOWFkMjQ3MmE2YzlmXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,,
,,,,,,,,,,,,,Movie not found!,
Before Stonewall,1984,Unrated,27 Jun 1985,87 min,"Documentary, History","Greta Schiller, Robert Rosenberg",N/A,"Rita Mae Brown, Maua Adele Ajanaku, Red Jordan Arobateau",The history of the Gay and Lesbian community before the Stonewall riots began the major gay rights movement.,English,United States,https://m.media-amazon.com/images/M/MV5BMTQxMTgxNDc4M15BMl5BanBnXkFtZTcwNDc1NTUyMQ@@._V1_SX300.jpg,,
Midnight Diner,2009–2014,TV-MA,09 Oct 2009,24 min,Drama,N/A,N/A,"Kaoru Kobayashi, Mansaku Fuwa, Toshiki Ayata","Shinya Shokudo is a tv series from Japan since 2009. It tells many stories about ordinary people eat in shinya shokudo, which means a restaurant at midnight. This small restaurant opens from 12 in the evening to 7 in the morning.",Japanese,Japan,https://m.media-amazon.com/images/M/MV5BODNiMzIyNWYtODY2Yy00YTcyLWIxMGItMzZkMWM3NmUwZTYwXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,,3
"Phoenix, Oregon",2019,R,20 Mar 2020,108 min,Comedy,Gary Lundgren,Gary Lundgren,"James Le Gros, Jesse Borrego, Lisa Edelstein",Two longtime friends battle mid-life crisis by opening a bowling alley/pizzeria in their small hometown.,English,United States,https://m.media-amazon.com/images/M/MV5BMDlhMGRlYzctNWYzOC00NmE3LWE3MWQtNDk4NmNiODUwMTcyXkEyXkFqcGdeQXVyMzQxOTU3NjU@._V1_SX300.jpg,,
To the Arctic 3D,2012,G,20 Apr 2012,40 min,"Documentary, Short",Greg MacGillivray,Stephen Judson,"Meryl Streep, Leanne Allison, Karsten Heuer",A journey into the lives of a mother polar bear and her two seven-month-old cubs as they navigate the changing Arctic wilderness they call home.,English,United States,https://m.media-amazon.com/images/M/MV5BMTA2OTM4MjY0MTNeQTJeQWpwZ15BbWU3MDM4Mzg5NDc@._V1_SX300.jpg,,
The Cranes Are Flying,1957,Not Rated,21 Mar 1960,95 min,"Drama, Romance, War",Mikhail Kalatozov,Viktor Rozov,"Tatyana Samoylova, Aleksey Batalov, Vasiliy Merkurev","Veronica plans a rendezvous with her lover, Boris, at the bank of river, only for him to be drafted into World War II shortly thereafter.",Russian,Soviet Union,https://m.media-amazon.com/images/M/MV5BMTU4MTMzNDA4NV5BMl5BanBnXkFtZTgwMTcyMTM2MTE@._V1_SX300.jpg,,
Citizen K,2019,Not Rated,13 Dec 2019,126 min,Documentary,Alex Gibney,Alex Gibney,"Mikhail Khodorkovsky, Vladimir Putin, Leonid Nevzlin","The strange case of Mikhail Khodorkovsky, once believed to be the wealthiest man in Russia, who rocketed to prosperity and prominence in the 1990s, served a decade in prison, and became an unlikely martyr for the anti-Putin movement.","Russian, English","United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BNmJkZjFhMDItNzZlNi00ODA5LTkwZDktMGE2M2Y2Zjc1OTQzXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,,
Jane and Emma,2018,PG,12 Oct 2018,90 min,Drama,Chantelle Squires,"Melissa Leilani Larson, Tamu Smith, Zandra Vranes","Danielle Deadwyler, Emily Goss, Brad Schmidt","In 1844, after travelling hundreds of miles on foot, a black woman finds friendship with the wife of the founder of the Mormon Church.",English,United States,https://m.media-amazon.com/images/M/MV5BMDRkYzk1Y2EtZDkzYS00MzhmLWI4M2UtOTdhYjMwZjIwNjYwXkEyXkFqcGdeQXVyNTQwMDgxNDE@._V1_SX300.jpg,,
Chained for Life,2018,N/A,10 Dec 2019,91 min,Drama,Aaron Schimberg,Aaron Schimberg,"Jess Weixler, Adam Pearson, Stephen Plunkett",A beautiful actress struggles to connect with her disfigured co-star on the set of a European auteur's English-language debut.,English,United States,https://m.media-amazon.com/images/M/MV5BODE3OWNmNTQtNDQ1MS00YzFlLTg4MzAtYjE0M2I1MmRjZWNmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,,
Ode to Joy,2019,R,09 Aug 2019,97 min,"Comedy, Romance",Jason Winer,"Max Werner, Chris Higgins","Martin Freeman, Morena Baccarin, Jake Lacy","Charlie has a neurological disorder in which strong emotions, especially joy, make him faint. He lives with his brother. Working as librarian gives him a quiet environment, but then Francesca enters the library and his life.",English,United States,https://m.media-amazon.com/images/M/MV5BNWE3NGQ1ZmUtYjkwMy00ZjU5LTljYTUtOWQxMjAyZDk4YzFhXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,,
,,,,,,,,,,,,,Movie not found!,
Balloon,2018,PG-13,27 Sep 2018,125 min,"Drama, History, Thriller",Michael Herbig,"Kit Hopkins, Thilo Röscheisen, Michael Herbig","Friedrich Mücke, Karoline Schuch, David Kross","East Germany, 1979. After initially failing to flee from the East to the West in a self-built hot-air balloon, two families struggle to make a second attempt, while the East German State Police are chasing them.","German, English","Germany, France, United States",https://m.media-amazon.com/images/M/MV5BNzFiMjQ0YjAtMjI1ZC00NTYyLWJkZDgtZTU5MGE3ZDU2MDA1XkEyXkFqcGdeQXVyMDU5MDEyMA@@._V1_SX300.jpg,,
Three Peaks,2017,PG-13,28 Jun 2019,94 min,Drama,Jan Zabeil,Jan Zabeil,"Alexander Fehling, Bérénice Bejo, Arian Montgomery","Aaron wants to become a family with his girlfriend and her 8-year-old son, but high up in the Italian Dolomites, his attempts to win the boy's acceptance turn into a dangerous power game.","German, French, English","Italy, Germany",https://m.media-amazon.com/images/M/MV5BMDcyOWEwNjYtYmRhMi00MzM0LThlNDQtNWY5OWUxZDFhMDgyXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,,
